[Charset=windows-1251]

[Individuals]
ID	Gender	Name.First	Name.Middle	Name.Last	Comment	IsAdopted	FamilyRank	Birth.Date	Birthday	Age	Birth.Place	IsDead	Death.Date	Death.Cause	Death.Cause.Description	Death.Place	Death.Childless	Pictures.Count	Pictures	Sources	Mates	Fathers	FathersAgeAtBirth	Mothers	MothersAgeAtBirth	Siblings.Twins	Siblings	Siblings.Half	Siblings.Step	Siblings.Other	Children	Children.Age	AgeAtChildBirths	Employer	Occupation	Occupations	Educations	Contacts	Contact.Address	Contact.Telephone	Contact.TelephoneMobile	Contact.TelephoneWork	Contact.Email	Contact.Homepage	Hyperlink.Internal	Hyperlink	Birth.Baptism.Date	Birth.Baptism.Place	Birth.Baptism.Officiator.Title	Birth.Baptism.Officiator	Birth.Baptism.Godfather	Birth.Baptism.Godmother	Birth.Baptism.Source	Death.Funerals.Date	Death.Funerals.Agency	Death.Funerals.Place	Death.Funerals.Source	Death.Disposition.Type	Death.Disposition.Date	Death.Disposition.Place	Death.Disposition.Source	DataLevel	BloodPurity	Allegiance	FilmPortrayal	House
Defense Against the Dark Arts Professor	It is revealed that, during his travels, Quirrell had met a barely-alive Voldemort. Voldemort, seeking to restore his physical form, entered Quirrell as a host body, using him in a plan to steal the Philosopher's Stone from vault 713 in Gringotts Bank, where it had been deposited for safekeeping by Albus Dumbledore. Fortunately, Hagrid had removed the Stone from the vault earlier that same day to take it to Hogwarts.   To conceal the fact that Lord Voldemort's face was on the back of his head, Quirrell decided to wear the turban, hiding its purpose with a story that it had been given to him by an African prince as a thank-you for getting rid of a troublesome zombie. In order to keep Voldemort alive, he started killing unicorns in the Forbidden Forest and drinking their blood.  On Halloween Quirrell let the troll in as a diversion, and went to the third-floor corridor where the Stone was now hidden. Severus Snape, who already suspected Quirrell, went to the third floor in order to stop him. Snape was bitten by Fluffy.  In order to figure out how to get past Fluffy, Quirrell got Hagrid drunk, and gave him a dragon's egg, something Hagrid had always wanted. Quirrell sent a letter to Dumbledore, telling him to go to the Ministry of Magic; Quirrell took advantage of his absence to try to reach the Stone, and was pursued - unwittingly, as they thought they were pursuing Snape - by Harry, Ron and Hermione.  During Harry's final encounter with him - at which Voldemort reveals himself on the back of Quirrell's head and speaks directly to Harry - Quirrell is killed. Due to the lingering protection from Lily Potter's sacrifice of love for her son, Quirrell is unable to touch Harry without suffering extreme pain. Although Harry is rendered unconscious, he holds off Quirrell long enough for aid to arrive, at which point Voldemort flees in his spirit form. His departure causes Quirrell's death, hence Dumbledore's comment that Voldemort is as merciless to his followers as to his enemies.   		Hogwarts	place00002			1991	1992						ind00178	6
Astronomy Professor	Her classes are held at midnight on the top of the Astronomy Tower, the tallest tower of Hogwarts which is otherwise out of bounds for students.		Hogwarts	place00002										ind00179	4
Head of Slytherin			Hogwarts	place00002			1930	1980						ind00180	5
Potions Professor	During his long initial period of employment at Hogwarts, Slughorn taught several of the main characters in the Harry Potter story. Among his pupils were a young Severus Snape and Lily Evans, Harry's mother and one of Slughorn's favourite students, whom he repeatedly praises as "one of the brightest I ever taught...vivacious...charming...cheeky". Significantly, however, an earlier cohort of students included Tom Marvolo Riddle. On one occasion, Riddle questioned Slughorn about Horcruxes, artifacts which could act as vessels for pieces of a person's soul in order to grant immortality. Having learnt of the nature of Horcruxes, Riddle went on to perform the necessary Dark magic to create his own Horcruxes, which contributed to his formidable power in his later reign of terror under his assumed name of Lord Voldemort.		Hogwarts	place00002			1930	1980						ind00180	6
Head of Slytherin			Hogwarts	place00002			1996	1997						ind00180	5
Potions Professor	Slughorn is keen to build connections, and makes a habit of hosting regular receptions for students who are famous, related to famous people, or gifted or talented in one way or another. Known as "The Slug Club", this coterie of students is at the core of Slughorn's constant round of dinners, parties and receptions. In this way he also demonstrates that he is prone to show a large amount of favouritism		Hogwarts	place00002			1996	1997						ind00180	6
Divination Professor	Harry and his friends Ron Weasley and Hermione Granger believe Trelawney is a fraud, with which the teachers are inclined to agree. Her credibility as a Seer is undermined by her habit of making repeated predictions each year that one of her students will die - pronouncements which have never yet come true.  In Harry's third year (his first in Divination), Trelawney began to predict his imminent demise. During every class thereafter, she continued to insinuate that his death could come at any time, to the great irritation of Harry and his friends. Eventually, in part due to this habit of Trelawney's, Hermione dropped the class. Harry and Ron continued Divination studies until their fifth year, at the end of which they failed the exams and could not continue further - although neither was upset about this.  In 1996, Professor Trelawney was put on probation by Dolores Umbridge, Hogwarts High Inquisitor. This news pushed Trelawney into a spiral of alcohol-induced paranoia, and she was subsequently seen around the school clutching a bottle of cooking sherry and moaning about her victimisation at Umbridge's hands.  Her fears were proved justified when Umbridge dismissed Trelawney, although Dumbledore exercised his remaining authority as Headmaster to prevent Umbridge from evicting Trelawney to boot. In Harry Potter and the Half-Blood Prince it is revealed that Dumbledore feared for Trelawney's safety if she ventured outside the school, since Lord Voldemort would probably want to obtain from her the prediction she made concerning him. Dumbledore employed a centaur named Firenze as Trelawney's replacement. Trelawney was reinstated after Umbridge was ousted from the school and returned to the Ministry of Magic. Much to her displeasure, Trelawney now shared responsibility for teaching Divination with Firenze.		Hogwarts	place00002			1979		17					ind00181	6
Arithmancy Professor	Since Harry doesn't take her subject, she appears very rarely, and has no spoken lines. She likes to give her pupils plenty of complicated homework. Arithmancy is Hermione's favourite subject.		Hogwarts	place00002										ind00182	4
Apparation Teacher	Wilkie Twycross is a Ministry of Magic approved teacher, who teaches Hogwarts students over the age of 17, or students that will turn 17 before the upcoming school year, a twelve week course in apparation. He is much despised by students. He is also famous for teaching the method of the three D's (Destination, Deliberation and Determination), which is almost as unpopular as Wilkie Twycross himself.   		Ministry of magic	place00002										ind00183	4
Defense Against the Dark Arts Professor	Moody was appointed as the Defence Against the Dark Arts teacher at Hogwarts. Before the school year began, however, he was locked up in a chest by Barty Crouch Jr, a faithful follower of Voldemort, who used a Polyjuice Potion to take his form in order to replace him. Moody owes his life to the fact that one ingredient of the Polyjuice Potion is a part of the person whose form is to be assumed, such as a tuft of hair. Crouch Jr. needed to keep him alive, under the Imperius Curse, so he would be able to use his hair in the potion and question him. Moody's habit of carrying his own drink in a private hip flask allowed Crouch to take the Potion regularly without raising suspicion.		Hogwarts	place00002			1994	1995						ind00184	6
Auror														ind00184	1
Message deliverer	She is able to find and deliver a message to any person without any directions, and possesses humanlike personality and intelligence.													ind00201	2
[Contacts]
Type	Summary	Place	Source	Telephone	Mobile	Fax	Email	Homepage	DateStart	DateEnd	Duration	Comment	References	DataLevel
												Lives in the Surrey town of Little Whinghing	ind00002, ind00003, ind00004	1
												Though she isn't a blood relative of Harry, he has been forced to call her "Aunt Marge". Marge lives out in the country, where she breeds bulldogs. Due to this she hardly ever visits Privet Drive, to Harry's great delight. However, each of her visits stands out in Harry's mind for her cruelty to him. Aunt Marge thinks Harry is a horrible boy, whose dad was a drunk and mother a fool.  Her most recent known visit was in Harry Potter and the Prisoner of Azkaban, when Harry made her float, making her resemble a balloon.   	ind00025	1
												12 Grimmauld Place	ind00009	1
[SourcesAndCitations]
Parent	Children	Title	Subtitle	Description	MediaType	QuotedText	WhereInSource	Pictures.Count	Pictures	Originator	Editor	Edition	Series.Name	Series.Issue	ISBN	ReferenceNumber	Publication.Date	Publication.Place	Publication.Publisher	Repository	Url	ConfidenceLevel	Comment	References	DataLevel
